# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	198080	199000	-	LDJNFA_01075	eamA	EamA family transporter	SO:0001217, UniRef:UniRef50_A0A4R5N0E1
contig_1	cds	199025	199627	-	LDJNFA_01080	yihX	Alpha-D-glucose 1-phosphate phosphatase YihX	SO:0001217, UniRef:UniRef50_A0A1B3PSJ5
contig_1	cds	199738	200880	-	LDJNFA_01085		UDP-N-Acetylglucosamine 2-epimerase	SO:0001217, UniRef:UniRef50_A0A805Z7M9
contig_1	cds	200967	201158	+	LDJNFA_01090		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A0D6A5A5
contig_1	cds	201175	201333	-	LDJNFA_01095		hypothetical protein	
contig_1	cds	201453	202292	+	LDJNFA_01100		Small-conductance mechanosensitive channel	SO:0001217, UniRef:UniRef50_A0A0R1VHD4
contig_1	cds	202362	205478	-	LDJNFA_01105		Type I restriction enzyme endonuclease subunit	SO:0001217, UniRef:UniRef50_C2EVG4
contig_2	cds	55	1209	-	LDJNFA_01110	dnaJ	Chaperone protein DnaJ	SO:0001217, UniRef:UniRef50_Q5XAD7
contig_2	cds	1292	3130	-	LDJNFA_01115	dnaK	Chaperone protein DnaK	SO:0001217, UniRef:UniRef50_A9KKU0
contig_2	cds	3147	3746	-	LDJNFA_01120		hypothetical protein	
contig_2	cds	3762	4811	-	LDJNFA_01125	hrcA	Heat-inducible transcription repressor HrcA	SO:0001217, UniRef:UniRef50_Q84BU6
contig_2	cds	4900	6426	-	LDJNFA_01130	abc-f	ABC-F type ribosomal protection protein	NCBIFam:NF000355.3, SO:0001217, UniRef:UniRef50_D0R3J4
contig_2	cds	6637	7584	-	LDJNFA_01135		Riboflavin biosynthesis protein	SO:0001217, UniRef:UniRef50_A0A437SXC1
contig_2	cds	7604	8497	-	LDJNFA_01140		tRNA pseudouridine synthase B	SO:0001217, UniRef:UniRef50_Q5FJN8
contig_2	cds	8540	8902	-	LDJNFA_01145		Ribosome-binding factor A	SO:0001217, UniRef:UniRef50_Q5FJN7
contig_2	cds	8922	11579	-	LDJNFA_01150		hypothetical protein	PFAM:PF00009.30, PFAM:PF00025.24, PFAM:PF00071.25, PFAM:PF04760.18, PFAM:PF11987.11
contig_2	gap	10397	10397	.				
contig_2	cds	11580	11906	-	LDJNFA_01155		Ribosomal-L7Ae domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1UI34
contig_2	cds	11896	12192	-	LDJNFA_01160	ylxR	YlxR domain-containing protein	SO:0001217, UniRef:UniRef50_F2I504
contig_2	cds	12207	13403	-	LDJNFA_01165	nusA	Transcription termination/antitermination protein NusA	SO:0001217, UniRef:UniRef50_G2SNX2
contig_2	cds	13422	13901	-	LDJNFA_01170	rimP	Ribosome maturation factor RimP	SO:0001217, UniRef:UniRef50_A0A0F4LBY9
contig_2	cds	14012	18325	-	LDJNFA_01175		DNA polymerase III PolC-type	SO:0001217, UniRef:UniRef50_Q88VK2
contig_2	cds	18331	20028	-	LDJNFA_01180		Proline--tRNA ligase	SO:0001217, UniRef:UniRef50_Q5FJN0
contig_2	cds	20050	21303	-	LDJNFA_01185		Zinc metalloprotease	SO:0001217, UniRef:UniRef50_A0A0D5MID9
contig_2	cds	21312	22109	-	LDJNFA_01190		Phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_A0A0D1LPA2
contig_2	cds	22122	22856	-	LDJNFA_01195		Isoprenyl transferase	SO:0001217, UniRef:UniRef50_Q9KA67
contig_2	cds	22856	23416	-	LDJNFA_01200		Ribosome-recycling factor	SO:0001217, UniRef:UniRef50_Q38W67
contig_2	cds	23409	24143	-	LDJNFA_01205		Uridylate kinase	SO:0001217, UniRef:UniRef50_Q831V1
contig_2	cds	24272	25147	-	LDJNFA_01210		Elongation factor Ts	SO:0001217, UniRef:UniRef50_P80700
contig_2	cds	25177	25956	-	LDJNFA_01215		30S ribosomal protein S2	SO:0001217, UniRef:UniRef50_Q8RIH7
contig_2	cds	26098	27132	-	LDJNFA_01220		GIY-YIG domain-containing protein	SO:0001217, UniRef:UniRef50_Q1G9N5
contig_2	cds	27193	27807	+	LDJNFA_01225	plsC	PlsC	SO:0001217, UniRef:UniRef50_U4TSM2
contig_2	cds	27847	29790	-	LDJNFA_01230		Neutral endopeptidase	SO:0001217, UniRef:UniRef50_O52071
contig_2	cds	29802	31598	-	LDJNFA_01235		ABC transporter, ATP-binding protein	SO:0001217, UniRef:UniRef50_E6LFB2
contig_2	cds	31598	33352	-	LDJNFA_01240		ABC transporter, ATP-binding and permease protein	SO:0001217, UniRef:UniRef50_A0A1J3C1S8
contig_2	cds	33438	33659	-	LDJNFA_01245		UPF0154 protein SAMN05877842_10454	SO:0001217, UniRef:UniRef50_A0A285UD20
contig_2	cds	33729	33977	-	LDJNFA_01250		UPF0291 protein LBA1279	SO:0001217, UniRef:UniRef50_Q5FJL5
contig_2	cds	34062	34847	-	LDJNFA_01255		SGNH-hydro domain-containing protein	SO:0001217, UniRef:UniRef50_N2A7G6
contig_2	cds	34852	35715	-	LDJNFA_01260		2-hydroxy-3-oxopropionate reductase	SO:0001217, UniRef:UniRef50_A0A0P8YYL2
contig_2	cds	35855	36202	-	LDJNFA_01265		50S ribosomal protein L19	SO:0001217, UniRef:UniRef50_Q88WJ1
contig_2	cds	36305	37714	-	LDJNFA_01270		hypothetical protein	PFAM:PF03703.17, PFAM:PF06713.14
contig_2	cds	37707	38210	-	LDJNFA_01275		hypothetical protein	PFAM:PF03703.17
contig_2	cds	38188	38916	-	LDJNFA_01280		tRNA (guanine-N(1)-)-methyltransferase	SO:0001217, UniRef:UniRef50_Q9CFB7
contig_2	cds	38906	39421	-	LDJNFA_01285	rimM	Ribosome maturation factor RimM	SO:0001217, UniRef:UniRef50_Q5FJK6
contig_2	cds	39494	39766	-	LDJNFA_01290		30S ribosomal protein S16	SO:0001217, UniRef:UniRef50_A2RJS1
contig_2	cds	39854	41284	-	LDJNFA_01295		Signal recognition particle protein	SO:0001217, UniRef:UniRef50_A0A7L5ZZ53
contig_2	cds	41286	41627	-	LDJNFA_01300		UPF0122 protein FC94_GL000021	SO:0001217, UniRef:UniRef50_A0A0R1PHD8
contig_2	cds	41756	43168	+	LDJNFA_01305	bcaP	Branched-chain amino acid permease BcaP	SO:0001217, UniRef:UniRef50_A2RHI9
contig_2	cds	43229	44653	-	LDJNFA_01310		putative dipeptidase	SO:0001217, UniRef:UniRef50_Q48841
contig_2	cds	44689	45960	-	LDJNFA_01315		hypothetical protein	PFAM:PF00448.25, PFAM:PF02881.22, PFAM:PF06414.15, PFAM:PF13604.9
contig_2	cds	45961	49524	-	LDJNFA_01320		Chromosome partition protein Smc	SO:0001217, UniRef:UniRef50_K0NRX4
contig_2	cds	49537	50220	-	LDJNFA_01325		Ribonuclease 3	SO:0001217, UniRef:UniRef50_Q5FJJ7
contig_2	cds	50314	51597	-	LDJNFA_01330		Oligopeptide ABC superfamily ATP binding cassette transporter, binding protein	SO:0001217, UniRef:UniRef50_A0A0R2KDZ3
contig_13	cds	45	581	+	LDJNFA_01335		hypothetical protein	
contig_13	cds	599	970	+	LDJNFA_01340		Phage gp6-like head-tail connector protein	SO:0001217, UniRef:UniRef50_A0A0R1UFK6
contig_13	cds	967	1329	+	LDJNFA_01345		Head-tail joining protein	SO:0001217, UniRef:UniRef50_X2CXE4
contig_13	cds	1326	1727	+	LDJNFA_01350		hypothetical protein	
contig_13	cds	1724	2008	+	LDJNFA_01355		hypothetical protein	
contig_13	cds	2113	2301	+	LDJNFA_01360		Phage protein	SO:0001217, UniRef:UniRef50_U6FBT8
contig_13	cds	2305	3765	+	LDJNFA_01365		Phage tail protein	SO:0001217, UniRef:UniRef50_N2A2H7
contig_13	cds	3777	4247	+	LDJNFA_01370		Phage tail protein	SO:0001217, UniRef:UniRef50_N2AAR6
contig_13	cds	4258	4683	+	LDJNFA_01375		Phage portal protein	SO:0001217, UniRef:UniRef50_I7JV03
contig_13	cds	4948	8091	+	LDJNFA_01380		hypothetical protein	
contig_13	cds	8104	8796	+	LDJNFA_01385		G5 domain-containing protein	SO:0001217, UniRef:UniRef50_N2AGM9
contig_13	cds	8793	9860	+	LDJNFA_01390		hypothetical protein	
contig_13	cds	9833	10234	+	LDJNFA_01395		DUF2577 domain-containing protein	SO:0001217, UniRef:UniRef50_X2CXE6
contig_13	cds	10176	10673	+	LDJNFA_01400		hypothetical protein	
contig_13	cds	10663	11808	+	LDJNFA_01405		Baseplate-J domain-containing protein	SO:0001217, UniRef:UniRef50_N2AA87
contig_13	cds	11801	12451	+	LDJNFA_01410		DUF2313 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1U941
contig_13	cds	12459	13907	+	LDJNFA_01415		hypothetical protein	
contig_13	cds	13925	14041	+	LDJNFA_01420		hypothetical protein	
contig_13	cds	13995	14267	+	LDJNFA_01425		hypothetical protein	
contig_13	cds	14332	14565	+	LDJNFA_01430		hypothetical protein	
contig_13	cds	14670	15035	+	LDJNFA_01435		hypothetical protein	
contig_13	cds	15035	15184	+	LDJNFA_01440		hypothetical protein	
contig_13	cds	15185	15520	+	LDJNFA_01445		hypothetical protein	
contig_13	cds	15523	15903	+	LDJNFA_01450		hypothetical protein	
contig_13	cds	15863	17002	+	LDJNFA_01455		lysozyme	SO:0001217, UniRef:UniRef50_A9UJV4
contig_13	tRNA	17136	17219	-	LDJNFA_01460	trnL	tRNA-Leu(cag)	SO:0000264
contig_13	cds	17304	18593	+	LDJNFA_01465		serine-type D-Ala-D-Ala carboxypeptidase	SO:0001217, UniRef:UniRef50_Q1G976
contig_13	cds	18593	19435	+	LDJNFA_01470		ADP-dependent (S)-NAD(P)H-hydrate dehydratase	SO:0001217, UniRef:UniRef50_F0TGI7
contig_13	cds	19444	20103	+	LDJNFA_01475	ykuD	YkuD domain-containing protein	SO:0001217, UniRef:UniRef50_N1ZM95
contig_13	cds	20360	22042	+	LDJNFA_01480		Arginine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q54869
contig_13	cds	22147	23064	+	LDJNFA_01485		Fructose-bisphosphate aldolase	SO:0001217, UniRef:UniRef50_Q5XA12
contig_13	cds	23109	23981	-	LDJNFA_01490		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_A0A4Y9IDV2
contig_13	cds	24077	26140	+	LDJNFA_01495		Penicillin-binding protein 2A	SO:0001217, UniRef:UniRef50_F0HUA6
contig_13	cds	26158	26508	+	LDJNFA_01500		UPF0342 protein LBA1592	SO:0001217, UniRef:UniRef50_Q5FIR6
contig_13	cds	26514	27749	+	LDJNFA_01505		DNA repair exonuclease	SO:0001217, UniRef:UniRef50_F0HUA4
contig_13	cds	27730	30189	+	LDJNFA_01510		hypothetical protein	PFAM:PF13476.9, PFAM:PF13514.9, PFAM:PF13555.9
contig_13	cds	30182	31135	+	LDJNFA_01515		CMP-binding-factor 1	SO:0001217, UniRef:UniRef50_F0HUA2
contig_13	cds	31204	32106	-	LDJNFA_01520	prsA	Foldase protein PrsA 1	SO:0001217, UniRef:UniRef50_P60750
contig_13	cds	32217	32546	-	LDJNFA_01525		hypothetical protein	
contig_13	cds	32556	32987	-	LDJNFA_01530		Diadenosine tetraphosphate (Ap4a) hydrolase related hit family hydrolase	SO:0001217, UniRef:UniRef50_F0HU94
contig_13	cds	33147	33896	+	LDJNFA_01535		ABC multidrug transporter ATPase	SO:0001217, UniRef:UniRef50_F0HU93
contig_13	cds	33889	35061	+	LDJNFA_01540		ABC transporter permease	SO:0001217, UniRef:UniRef50_N1ZSF2
contig_13	cds	35077	35742	+	LDJNFA_01545		tRNA (guanine-N(7)-)-methyltransferase	SO:0001217, UniRef:UniRef50_Q88WZ9
contig_13	cds	35803	36123	+	LDJNFA_01550		Thioredoxin domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1U7U9
contig_13	cds	36143	36790	+	LDJNFA_01555		tRNA binding domain protein	SO:0001217, UniRef:UniRef50_D4YSJ9
contig_13	cds	36881	38188	+	LDJNFA_01560		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_P40778
contig_13	cds	38298	40955	+	LDJNFA_01565		DNA polymerase I	SO:0001217, UniRef:UniRef50_Q04957
contig_13	cds	40964	41788	+	LDJNFA_01570		Formamidopyrimidine-DNA glycosylase	SO:0001217, UniRef:UniRef50_Q1WUN7
contig_13	cds	41791	42393	+	LDJNFA_01575		Dephospho-CoA kinase	SO:0001217, UniRef:UniRef50_Q5FIV9
contig_13	cds	42397	42867	+	LDJNFA_01580	nrdR	Transcriptional repressor NrdR	SO:0001217, UniRef:UniRef50_A0A2N6UD58
contig_13	cds	42867	44207	+	LDJNFA_01585		DnaB-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V8KTP6
contig_13	cds	44218	45120	+	LDJNFA_01590	dnaI	Primosomal protein DnaI	SO:0001217, UniRef:UniRef50_A0A0D5MKH6
contig_15	cds	108	296	-	LDJNFA_01595		hypothetical protein	
contig_20	cds	13	231	+	LDJNFA_01600		DDE-Tnp-IS66-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1I6L5
contig_21	cds	91	585	-	LDJNFA_01605		LAGLIDADG-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1YIM3
contig_21	cds	685	1446	-	LDJNFA_01610	fetB	Iron export ABC transporter permease subunit FetB	SO:0001217, UniRef:UniRef50_A0A0P0EHT3
contig_21	cds	1443	2081	-	LDJNFA_01615	fetA	Putative iron export ATP-binding protein FetA	SO:0001217, UniRef:UniRef50_A0A345VMN0
contig_21	cds	2167	3075	-	LDJNFA_01620		Beta-glucoside kinase	SO:0001217, UniRef:UniRef50_A0A3S8SDW0
contig_21	cds	3209	3508	-	LDJNFA_01625		hypothetical protein	
contig_21	cds	3524	3712	-	LDJNFA_01630		hypothetical protein	
contig_21	cds	3817	4308	-	LDJNFA_01635		hypothetical protein	
contig_21	cds	4410	7316	-	LDJNFA_01640		Nucleolar RNA helicase 2-A	SO:0001217, UniRef:UniRef50_A0A1Y0VKV0
contig_21	cds	7478	8812	-	LDJNFA_01645		Permease IIC component	SO:0001217, UniRef:UniRef50_W6TA46
contig_21	cds	9000	9728	+	LDJNFA_01650		MurR/RpiR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0R1H8D7
contig_21	cds	9860	11296	+	LDJNFA_01655		6-phospho-beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A0G9F6R4
contig_21	cds	11352	11804	-	LDJNFA_01660		ASCH domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FJH1
contig_21	cds	11992	12792	-	LDJNFA_01665		hypothetical protein	
contig_21	cds	13012	13260	-	LDJNFA_01670		hypothetical protein	
contig_21	cds	13344	14381	-	LDJNFA_01675		Alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A380L164
contig_21	cds	14474	15139	-	LDJNFA_01680		DNA alkylation repair protein	SO:0001217, UniRef:UniRef50_Q74J40
contig_21	cds	15140	16363	-	LDJNFA_01685		Aminotransferase	SO:0001217, UniRef:UniRef50_Q1GAN3
contig_21	cds	16475	17374	+	LDJNFA_01690	lysR	LysR substrate binding domain protein	SO:0001217, UniRef:UniRef50_I7LAK3
contig_21	cds	17371	19149	-	LDJNFA_01695		DNA helicase	SO:0001217, UniRef:UniRef50_Q5FKC4
contig_21	cds	19392	20492	-	LDJNFA_01700		UDP-galactopyranose mutase	SO:0001217, UniRef:UniRef50_A0A0G9G9U3
contig_21	cds	20759	21715	-	LDJNFA_01705		hypothetical protein	
contig_21	cds	21842	22798	+	LDJNFA_01710		2-hydroxyacid dehydrogenase SH0752	SO:0001217, UniRef:UniRef50_K6SDL3
contig_21	cds	22870	28059	-	LDJNFA_01715		PIII-type proteinase	SO:0001217, UniRef:UniRef50_A0A3S8SEC4
contig_21	cds	28492	28848	-	LDJNFA_01720		hypothetical protein	
contig_21	cds	28938	29393	-	LDJNFA_01725		hypothetical protein	PFAM:PF12784.10
contig_21	cds	29566	31662	-	LDJNFA_01730		hypothetical protein	
contig_21	cds	31795	32652	-	LDJNFA_01735		hypothetical protein	
contig_21	cds	32851	34695	+	LDJNFA_01740		Urocanate reductase	SO:0001217, UniRef:UniRef50_B2GCE0
contig_21	cds	34716	35186	+	LDJNFA_01745		ECF transporter S component	SO:0001217, UniRef:UniRef50_K0NUM0
contig_21	cds	35550	35663	-	LDJNFA_01750		hypothetical protein	
contig_21	cds	35782	37257	-	LDJNFA_01755	yjeM	Glutamate/gamma-aminobutyrate family transporter YjeM	SO:0001217, UniRef:UniRef50_A0A7L8CEV3
contig_21	cds	37376	38785	-	LDJNFA_01760		ATP-binding protein	SO:0001217, UniRef:UniRef50_C2ELJ5
contig_21	cds	38916	39692	-	LDJNFA_01765		hypothetical protein	
contig_21	cds	39779	39883	-	LDJNFA_01770		hypothetical protein	
contig_21	cds	39885	40757	-	LDJNFA_01775		Beta-glucoside kinase	SO:0001217, UniRef:UniRef50_A0A2K7QYP7
contig_21	cds	40757	41860	-	LDJNFA_01780	malK	Maltose/maltodextrin transport ATP-binding protein MalK Multiple sugar ABC transporter,ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A239YLU2
contig_21	cds	41974	42813	-	LDJNFA_01785		hypothetical protein	PFAM:PF02954.22, PFAM:PF13556.9
contig_22	cds	432	1685	+	LDJNFA_01790		Conserved protein	SO:0001217, UniRef:UniRef50_A0A386RGU4
contig_22	cds	1717	2286	-	LDJNFA_01795		hypothetical protein	PFAM:PF13643.9
contig_22	cds	2409	3155	+	LDJNFA_01800		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0F4LL63
contig_22	cds	3174	4967	+	LDJNFA_01805	ftsX	FtsX domain-containing protein	SO:0001217, UniRef:UniRef50_Q74HS4
contig_22	cds	5015	5665	-	LDJNFA_01810		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_A0A0D5ML48
contig_22	cds	5738	6412	-	LDJNFA_01815		ZnMc domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1YEA9
contig_22	cds	6532	8856	+	LDJNFA_01820		DNA helicase	SO:0001217, UniRef:UniRef50_A0A0R1IXH2
contig_22	ncRNA-region	8896	9125	+			T-box leader	RFAM:RF00230, SO:0000140
contig_22	cds	9280	9921	+	LDJNFA_01825		Amino acid (Glutamine) ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A116L3W0
contig_22	cds	9928	10557	+	LDJNFA_01830		ATP-binding cassette domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D5MJM1
contig_22	cds	10544	11350	+	LDJNFA_01835		Amino acid ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A0D5ML43
contig_22	cds	11353	11793	+	LDJNFA_01840		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_N2AA94
contig_22	cds	11788	12351	-	LDJNFA_01845		hypothetical protein	PFAM:PF13472.9
contig_22	cds	12407	13321	+	LDJNFA_01850		Pantothenate kinase	SO:0001217, UniRef:UniRef50_A0A0D6A5R7
contig_22	cds	13442	14008	+	LDJNFA_01855		Elongation factor P	SO:0001217, UniRef:UniRef50_Q9CHN6
contig_22	cds	14061	14969	-	LDJNFA_01860		Proline iminopeptidase	SO:0001217, UniRef:UniRef50_Q8KWL9
contig_22	cds	15204	15962	+	LDJNFA_01865		Oxidoreductase	SO:0001217, UniRef:UniRef50_Q5FIK6
contig_22	cds	16071	17303	+	LDJNFA_01870		Serine hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_Q88UT5
contig_22	cds	17388	18656	+	LDJNFA_01875		Peptidase T	SO:0001217, UniRef:UniRef50_R2QPG7
contig_22	cds	18658	19107	+	LDJNFA_01880		DUF3290 domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FIL1
contig_22	cds	19104	19772	+	LDJNFA_01885		DUF421 domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FIL2
contig_22	cds	19759	20562	+	LDJNFA_01890		hypothetical protein	
contig_22	cds	20559	21509	+	LDJNFA_01895		DNA polymerase III PolC-type	SO:0001217, UniRef:UniRef50_A0A3S8SC28
contig_22	cds	21524	22378	+	LDJNFA_01900		hypothetical protein	PFAM:PF01223.26, PFAM:PF13930.9
contig_22	cds	22628	23713	+	LDJNFA_01905		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0D5MJJ9
contig_22	cds	23713	24579	+	LDJNFA_01910		ABC transporter permease	SO:0001217, UniRef:UniRef50_V5XQX2
contig_22	cds	24581	25405	+	LDJNFA_01915		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_V9HFL9
contig_22	cds	25389	26699	+	LDJNFA_01920		Lactamase-B domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FIM0
contig_22	cds	26748	28055	+	LDJNFA_01925		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_S0KJF8
contig_22	cds	28173	29090	+	LDJNFA_01930	corA	Magnesium transporter CorA family protein	SO:0001217, UniRef:UniRef50_V6DJ99
contig_22	cds	29106	30032	+	LDJNFA_01935		hypothetical protein	PFAM:PF13354.9
contig_22	cds	30146	30700	+	LDJNFA_01940		Transcriptional regulator	SO:0001217, UniRef:UniRef50_D5GZA3
contig_22	cds	30725	34234	+	LDJNFA_01945		MMPL family transporter	SO:0001217, UniRef:UniRef50_A0A8H9L0R1
contig_22	cds	34352	35404	+	LDJNFA_01950		hypothetical protein	
contig_22	cds	35465	36847	-	LDJNFA_01955		NAD-dependent succinate-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2V4ET25
contig_22	cds	36983	37483	+	LDJNFA_01960		Nucleoside 2-deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_Q8RLY5
contig_22	cds	37523	38317	-	LDJNFA_01965	nlhH	Carboxylesterase NlhH	SO:0001217, UniRef:UniRef50_A0A7U9RMS8
contig_22	cds	38482	39087	+	LDJNFA_01970		TVP38/TMEM64 family membrane protein	SO:0001217, UniRef:UniRef50_Q03B19
contig_22	cds	39060	39635	+	LDJNFA_01975		N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A0F4LXE9
contig_22	cds	39856	41163	+	LDJNFA_01980		Serine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q74HZ5
contig_23	cds	71	580	-	LDJNFA_01985		hypothetical protein	
contig_23	cds	590	700	+	LDJNFA_01990		hypothetical protein	
contig_23	cds	763	987	+	LDJNFA_01995		hypothetical protein	
contig_23	cds	980	1882	+	LDJNFA_02000		hypothetical protein	PFAM:PF09524.13, PFAM:PF13730.9
contig_23	cds	1899	2156	+	LDJNFA_02005		hypothetical protein	
contig_23	cds	2146	2541	+	LDJNFA_02010		hypothetical protein	
contig_23	cds	2563	3030	+	LDJNFA_02015		hypothetical protein	
contig_23	cds	3032	3469	+	LDJNFA_02020		hypothetical protein	
contig_23	cds	3496	3723	+	LDJNFA_02025		hypothetical protein	
contig_23	cds	4500	4778	+	LDJNFA_02030		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_E1NQ84
contig_23	cds	4812	5135	+	LDJNFA_02035		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A7H9EJL1
contig_23	cds	5346	5543	+	LDJNFA_02040		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A137PLY4
contig_23	cds	5527	6087	+	LDJNFA_02045		DUF2335 domain-containing protein	SO:0001217, UniRef:UniRef50_I7LD29
contig_23	cds	6122	6292	+	LDJNFA_02050		hypothetical protein	
contig_23	cds	6365	6862	+	LDJNFA_02055		hypothetical protein	
contig_23	cds	7021	7479	+	LDJNFA_02060		Phage terminase small subunit P27 family	SO:0001217, UniRef:UniRef50_Q9T1G0
contig_23	cds	7466	9385	+	LDJNFA_02065		Terminase	SO:0001217, UniRef:UniRef50_A0A1E3KRW1
contig_23	cds	9378	9563	+	LDJNFA_02070		hypothetical protein	
contig_23	cds	9567	10697	+	LDJNFA_02075		Portal protein	SO:0001217, UniRef:UniRef50_A0A0N9YUS0
contig_23	cds	10684	11391	+	LDJNFA_02080		hypothetical protein	PFAM:PF00574.26
contig_23	cds	11411	12601	+	LDJNFA_02085		hypothetical protein	
contig_23	cds	12723	13079	+	LDJNFA_02090		hypothetical protein	
contig_23	cds	13036	13374	+	LDJNFA_02095		hypothetical protein	
contig_23	cds	13376	13780	+	LDJNFA_02100		hypothetical protein	
contig_23	cds	13777	14148	+	LDJNFA_02105		hypothetical protein	
contig_23	cds	14149	14829	+	LDJNFA_02110		hypothetical protein	
contig_23	cds	14895	15302	+	LDJNFA_02115		hypothetical protein	
contig_23	cds	15533	16912	+	LDJNFA_02120		hypothetical protein	
contig_23	cds	16999	17181	+	LDJNFA_02125		hypothetical protein	
contig_23	cds	17459	22216	+	LDJNFA_02130		hypothetical protein	
contig_23	cds	22231	23034	+	LDJNFA_02135		hypothetical protein	
contig_23	cds	23031	26498	+	LDJNFA_02140		hypothetical protein	PFAM:PF08239.14
contig_23	cds	26476	26715	+	LDJNFA_02145		hypothetical protein	
contig_23	cds	26681	28174	+	LDJNFA_02150		hypothetical protein	PFAM:PF10651.12
contig_23	cds	28206	28709	+	LDJNFA_02155		hypothetical protein	
contig_23	cds	28726	30936	+	LDJNFA_02160		hypothetical protein	PFAM:PF10651.12
contig_23	cds	30951	31223	+	LDJNFA_02165		hypothetical protein	
contig_23	cds	31276	31779	+	LDJNFA_02170		hypothetical protein	
contig_23	cds	31770	32099	+	LDJNFA_02175		hypothetical protein	
contig_23	cds	32096	32443	+	LDJNFA_02180		hypothetical protein	
contig_23	gap	32499	32499	.				
contig_23	ncRNA	32595	32782	-	LDJNFA_02185	RefB11	Enterococcus sRNA B11	RFAM:RF02848, SO:0000655
contig_23	cds	32880	33449	+	LDJNFA_02190		hypothetical protein	
contig_23	cds	33449	33610	+	LDJNFA_02195		hypothetical protein	
contig_23	cds	33651	33977	+	LDJNFA_02200		hypothetical protein	
contig_23	cds	33990	34181	+	LDJNFA_02205		hypothetical protein	
contig_23	cds	34171	34605	+	LDJNFA_02210		hypothetical protein	
contig_23	cds	34598	35470	+	LDJNFA_02215		lysozyme	SO:0001217, UniRef:UniRef50_Q38359
contig_23	ncRNA	35569	35687	+	LDJNFA_02220	DUF3800-I	DUF3800-I RNA	RFAM:RF02969, SO:0000655
contig_23	cds	35703	36398	+	LDJNFA_02225		DUF3800 domain-containing protein	SO:0001217, UniRef:UniRef50_K0NXC1
contig_23	cds	36699	37043	-	LDJNFA_02230		hypothetical protein	
contig_23	cds	37190	37837	-	LDJNFA_02235		hypothetical protein	PFAM:PF13102.9
contig_23	cds	38205	38525	-	LDJNFA_02240		hypothetical protein	
contig_24	cds	121	2037	+	LDJNFA_02245		Dipeptidyl aminopeptidase/acylaminoacyl-peptidase	SO:0001217, UniRef:UniRef50_I7LF57
